Tool,Platform,Encryption_Speed (ms),Decryption_Speed (ms),CPU_Usage (%),Memory_Usage (MB),Security_Level,Compatibility
AES,iOS,9.25,12.68,10.61,342.87,Low,Low
ChaCha20,iOS,14.11,5.78,23.76,240.55,Low,Low
DES,Windows,14.28,4.09,16.21,200.07,High,Low
Twofish,Linux,7.67,19.46,99.62,194.22,Medium,Low
Blowfish,MacOS,4.4,2.4,35.99,323.62,Medium,Medium
AES,Windows,13.38,16.45,23.43,252.45,Low,High
AES,Windows,4.31,16.18,31.69,426.07,Low,High
Blowfish,iOS,12.41,7.35,94.25,438.6,Low,Medium
ChaCha20,Windows,14.48,4.44,56.81,93.57,Medium,High
ECC,Windows,14.61,4.62,42.83,76.75,Low,Low
Twofish,Windows,15.56,14.55,88.61,318.9,High,Medium
RSA,iOS,17.71,13.57,45.55,157.6,High,High
DES,MacOS,11,16.09,40.15,19.1,Low,Medium
RSA,MacOS,15.14,18.87,28.66,445.43,High,Medium
Blowfish,Windows,13.15,14.45,44,121.18,High,High
AES,iOS,5.36,4.81,38.5,465.35,High,High
ChaCha20,MacOS,2.46,6.38,70.96,361.54,High,Medium
AES,MacOS,7.12,17.16,36.06,383.7,High,Medium
DES,MacOS,9.97,5.77,61.95,108.72,Medium,High
AES,iOS,13.11,3.31,15.93,124.76,Low,Medium
AES,iOS,17.3,14.66,27.22,265.42,High,High
DES,Windows,5.53,9.25,46.67,94.33,Low,Medium
Twofish,Android,4.26,18.56,94.33,159.66,High,Medium
Twofish,MacOS,19.34,13.7,43.95,167.52,Medium,Medium
DES,Android,3.94,3.63,69.77,88.22,Medium,High
ChaCha20,iOS,10.61,19.06,32.96,110.54,High,Low
Blowfish,iOS,12.54,6.65,21.43,396.39,High,High
AES,iOS,11.74,8.07,15.27,91.93,High,Medium
ChaCha20,Android,3.55,9.24,37.49,23.94,Medium,Low
AES,iOS,3.03,2.92,24.19,318.38,Medium,Low
Blowfish,Windows,3.9,10.94,25.66,488.23,Low,Medium
Twofish,iOS,12.54,4.22,78.47,172.29,Medium,High
ChaCha20,Linux,11.8,9.22,11.43,68.14,High,Low
ECC,Android,6.21,8.31,60.2,289.49,Low,Low
ECC,Linux,13.48,15.91,44.15,454.11,Medium,High
ECC,iOS,16.76,16.46,55.59,394.19,Medium,High
Twofish,Windows,2.75,4.76,60.65,315.03,High,Low
Twofish,MacOS,10.97,8.6,38.2,164.38,Low,High
Blowfish,iOS,14.41,8.72,36.56,275.52,Medium,Low
AES,Windows,6.54,4.73,76.01,54.71,Medium,Medium
Blowfish,Android,7.54,16.37,88.41,342.68,High,High
Blowfish,Linux,13.05,14.73,27.33,365.3,Low,Low
Twofish,Linux,18.16,5.43,18.79,482.87,Low,High
ECC,Linux,16.58,8.6,90.8,137.59,Low,High
RSA,Android,12.5,3.9,41.49,19.04,Low,Low
AES,Windows,15.14,13.31,59.62,277.35,High,Medium
Twofish,Android,8.57,4.18,42.36,356.33,Medium,Low
ECC,Linux,13.54,19.75,21.32,397.3,Medium,High
ChaCha20,iOS,10.39,16.05,63.04,104.93,Low,Low
RSA,MacOS,5.42,9.02,57.26,138.26,Low,High
RSA,Android,14.63,12.41,28.27,261.17,Low,Low
Twofish,Android,12.02,18.4,50.67,171.99,Medium,Medium
DES,Windows,8.46,11.97,81.73,431.65,Medium,Medium
AES,Windows,18.4,5.14,63.14,242.14,Low,Medium
RSA,Android,2.38,8.82,18.72,401.79,High,Medium
Twofish,Linux,7.68,17.18,59.32,294.5,Medium,Low
Twofish,MacOS,3.02,13.6,73.25,388.81,Medium,Medium
ECC,Windows,15.8,13.71,81.34,173.01,Low,Low
ChaCha20,Linux,14.64,17.6,66.62,417.39,High,High
DES,iOS,7.96,18.09,23.74,144.54,Low,High
AES,Windows,14.16,18.56,73.92,277.59,Low,High
Blowfish,Linux,9.13,3.71,70.96,114.86,High,Medium
ChaCha20,Linux,15.61,11.79,12.2,243.01,High,Medium
ChaCha20,MacOS,10.18,15.33,47.06,165.91,High,Medium
ECC,MacOS,9.42,15.62,39.97,140.68,Medium,High
RSA,iOS,18.83,12.92,70.25,483.82,Low,High
RSA,Linux,6.52,5,29.45,88.44,Medium,High
ECC,Linux,4.17,16.35,63.18,395.79,High,High
Twofish,MacOS,12.52,14.96,92.19,492.24,Medium,Low
RSA,Windows,19.45,3.55,81.8,19.75,High,Low
DES,Windows,8.8,10.35,92.93,352.52,High,Medium
AES,Android,3.12,5.13,98.07,133.93,Low,Medium
ChaCha20,MacOS,8.11,8.07,10.96,29.84,Low,High
ChaCha20,Android,11.11,2.33,66.05,207.42,Low,Low
DES,MacOS,4.91,9.21,47.16,468.26,Medium,Low
RSA,iOS,13.85,11.9,87.39,15.76,Low,Medium
ChaCha20,Linux,19.96,13.15,32.66,298.06,High,Low
Blowfish,iOS,10.13,13.94,98.29,255.68,Low,Medium
AES,MacOS,8.39,17.05,65.23,437.96,Medium,High
AES,Linux,9.21,5.88,81.42,51.16,Low,High
ChaCha20,Windows,4.07,4.17,17.7,343.95,Low,Medium
ECC,Windows,17.9,17.33,26.51,343.25,Low,High
ChaCha20,Android,9.47,4.82,78.26,337.85,Medium,High
ECC,MacOS,8.97,19.55,11.98,471.74,High,Low
ChaCha20,MacOS,13.87,17.17,83.52,413.31,High,Low
Blowfish,Windows,9.96,11.02,11.26,30.57,High,Low
Twofish,iOS,13.67,19.67,69.14,240.83,Low,Low
AES,Linux,3.11,3.75,42.86,205,Low,Low
ChaCha20,iOS,16.65,7.46,65.03,161.97,Medium,Medium
Blowfish,iOS,18.93,13.49,72.64,231.15,High,Medium
ECC,Windows,13.68,8.3,40.82,198.26,Low,Low
ECC,Windows,19.18,18.71,19.72,221.84,Low,High
AES,Windows,4.73,3.18,16.27,489.84,Low,High
DES,Android,10.59,11.89,63,53.43,Medium,Medium
ChaCha20,iOS,12.83,12.64,56.86,461.89,High,Medium
RSA,MacOS,12.47,13.75,76.8,245.32,Medium,Medium
ECC,Linux,9.23,6.6,55.88,315.63,High,High
Twofish,Android,8.09,8.56,48.02,416.79,High,Medium
Twofish,MacOS,4.28,17.19,45.83,186.63,Low,High
ECC,iOS,9.05,5.51,12.38,220.91,Low,Medium
DES,Windows,4.93,16.88,40.2,210.66,Low,High
DES,iOS,15.22,12.13,97.84,193.62,Low,Medium
Blowfish,Linux,5.76,15.72,88.62,463.51,Low,Medium
Twofish,Android,3.05,14.84,39.64,416.18,High,High
Blowfish,Android,11.94,5.74,62.9,63.41,Low,Medium
Twofish,Linux,12.71,12.24,86.26,62.98,Low,Low
ChaCha20,MacOS,17.69,17.62,49.71,219.66,Medium,High
ChaCha20,MacOS,12.39,9.78,11.62,58.34,Medium,Medium
RSA,Android,8.22,19.4,16.71,313.36,High,High
ChaCha20,Android,16.45,10.14,55.94,80.41,High,Medium
RSA,Windows,11.73,4.57,97.25,265.96,Medium,Low
ChaCha20,MacOS,3.43,9.01,72.39,13.54,Medium,Medium
AES,Linux,12.19,19.13,16.38,165.13,Low,Medium
ChaCha20,MacOS,18.34,7.75,27.04,341.82,Low,Low
Blowfish,Windows,9.13,17.63,79.42,247.18,High,High
ECC,Android,7.33,17.86,85.73,489.35,Medium,Medium
Blowfish,Android,4.58,8.3,65.59,438.31,High,Medium
ECC,Windows,4.73,3.5,68,185.94,Low,Low
DES,Linux,9.79,15.04,12.55,32.29,High,High
Blowfish,Android,12.72,7.61,84.57,424.36,High,High
DES,iOS,3.45,16.09,80.94,456.5,High,Low
RSA,Android,18.91,9.97,33.31,412.11,Low,Low
RSA,iOS,15.59,10.73,73.78,72.7,High,Medium
AES,Windows,12.56,16,29.34,498.98,Low,Low
ChaCha20,Windows,16.91,8.88,13.63,136.71,Medium,Low
Blowfish,Android,3.44,9.98,28.1,364.86,High,Low
DES,MacOS,10.58,8.77,26.08,454.94,High,High
ECC,iOS,13.34,8.61,40.4,125.49,Low,Low
RSA,Linux,16.92,11.47,47.66,455.05,High,Medium
ChaCha20,Android,16.1,16.56,55.77,161.65,Low,Medium
RSA,Linux,6.99,8.51,52.91,488.44,High,Medium
ECC,Android,18.94,11.44,34.36,147.82,Medium,Low
ChaCha20,MacOS,4.24,14.07,12.63,477.18,Medium,High
ChaCha20,MacOS,17.75,6.85,64.46,36.24,Medium,Low
DES,MacOS,19.48,7,45.62,357.54,High,Low
DES,MacOS,5.19,18.8,36.88,270.73,High,Medium
Blowfish,Windows,15,15.02,88.02,244.16,Medium,Low
Blowfish,Windows,2.73,12.39,77.21,119.51,Medium,High
Twofish,iOS,9.3,13.66,87.2,355.74,Low,Medium
Twofish,Linux,11.29,2.53,54.55,103.5,Low,High
AES,Android,12.45,13.13,21.78,280.89,Medium,High
RSA,Android,18.85,11.17,72.66,134.09,Medium,High
Blowfish,Windows,14.1,11.82,28.55,478.25,High,Low
DES,Android,10.66,8.47,49.71,24.03,Medium,Low
ECC,Windows,16.57,3.47,15.85,107.87,Low,Low
DES,iOS,19.11,5.48,84.28,128.73,Low,Low
RSA,Linux,2.4,19.11,21.33,212.89,Low,Medium
Twofish,iOS,19.69,9.36,91.28,124.04,Low,Low
DES,MacOS,3.55,10.4,87.78,250.76,Low,Medium
AES,MacOS,16.66,2.95,51.81,437.51,Low,High
RSA,MacOS,7.05,2.68,76.99,358.91,Medium,Medium
Twofish,iOS,4.38,14.91,65.75,294.18,Low,Low
ECC,Android,9.92,11.69,82.28,53.61,Low,Medium
Twofish,Linux,13.59,11.16,48.86,350.06,Low,Low
ChaCha20,MacOS,8.86,6.38,80.72,91.54,Low,Low
AES,MacOS,2.98,15.41,51.62,395.32,Medium,Medium
RSA,MacOS,12.79,5.03,94.69,132.53,High,Medium
ECC,Linux,18.24,5.42,53.77,214.35,High,High
AES,MacOS,8.9,10.29,51.64,181.73,High,High
Twofish,Linux,5.89,7.15,80.66,430.82,High,High
AES,MacOS,9.97,6.45,83.94,72.01,Low,High
RSA,iOS,2.87,13.61,59.9,287.17,High,High
Blowfish,iOS,16.77,13.72,26.18,79.61,High,Medium
AES,Linux,16.87,16.84,52.1,355.35,Medium,High
ChaCha20,iOS,12.58,9.52,97.13,453.49,Medium,Medium
AES,Linux,8.36,3.32,77.77,222.96,Medium,High
Twofish,iOS,16.4,6.93,83,249.17,Low,Low
Twofish,iOS,11.98,19.64,12.95,464.44,Low,High
ECC,Linux,16.87,12.73,52.11,265.29,Low,Low
Twofish,Android,13.37,14.78,68.2,248.92,Medium,Medium
DES,iOS,16.12,2.13,84.7,293.38,High,High
RSA,MacOS,12.77,11.33,14.43,347.72,Medium,Medium
RSA,Android,9.45,2.68,86.72,62.37,Low,High
Blowfish,Linux,19.24,12.25,59.36,412.34,Medium,Medium
Blowfish,Android,11.74,18.57,27.76,223.4,High,High
RSA,Windows,12.89,19.43,38.55,45.45,Low,High
ChaCha20,Windows,5.97,11.73,35.37,395.23,High,Low
Blowfish,iOS,13.26,10.25,57.78,194.71,High,Medium
ECC,iOS,12.29,19.01,14.65,59.18,Low,Medium
Twofish,MacOS,5.33,14.12,24.27,320.55,High,Medium
RSA,Android,3.07,3.17,83.14,441.26,Medium,Medium
Blowfish,Windows,12.88,10.38,21.93,445,High,Medium
RSA,iOS,15.75,6.32,31.01,479.26,High,Low
DES,Android,11.42,10.46,50.8,435.18,High,High
AES,iOS,6.08,10.2,56.54,11.05,Medium,Low
Twofish,iOS,14,12.48,78.72,196.32,High,Medium
RSA,Windows,3.44,8.42,50.26,411.09,High,Medium
AES,Windows,9.95,4.96,81.09,189.46,Medium,High
Blowfish,iOS,4.94,11.07,65.65,304.76,Low,Low
AES,Linux,5.32,16.94,20.18,307.1,Low,High
Twofish,iOS,5.64,13.95,24.07,188.86,Low,High
RSA,iOS,8.96,8.09,49.33,453.19,High,Low
DES,MacOS,2.92,18.84,45.72,256.58,Low,High
ChaCha20,MacOS,9.16,18.42,76.92,237.74,Medium,Low
Blowfish,MacOS,11.21,5.77,62.27,498.78,High,Low
RSA,Linux,10.7,2.71,44.93,251.82,High,Medium
Twofish,Linux,8.89,15.34,25.37,97.42,High,High
Blowfish,iOS,17.1,16.9,30.42,261.4,Low,Medium
ECC,MacOS,4.62,19.42,61.8,408.87,Low,High
AES,Linux,11.1,18.02,48.11,390.66,Low,High
ChaCha20,Windows,3.12,12.81,56.34,396.41,High,Medium
Twofish,iOS,3.28,11.54,25.36,356.93,Medium,Medium
ECC,Android,12.33,2.5,69.66,134.57,High,Medium
RSA,iOS,12.19,6.44,86.73,432.42,Medium,Low
DES,Android,17.8,10.27,33.21,447.79,High,High
Blowfish,MacOS,12.04,13.31,54.24,105.13,Medium,Low
AES,Android,19.28,12.03,97.8,73.92,High,High
Blowfish,MacOS,2.88,15.37,39.99,488.05,High,High
ChaCha20,Windows,3.76,7.04,63.55,435.48,Medium,Low
RSA,Android,2.79,12.17,18.12,447.69,Medium,Low
Blowfish,iOS,5.33,3.59,64.54,444.32,Medium,High
AES,MacOS,11.74,9.45,18.07,275.43,Medium,Medium
RSA,iOS,13.62,15.5,96.33,326.74,Medium,Medium
Blowfish,Linux,2.82,14.48,74.41,277.23,Medium,Medium
DES,MacOS,19.03,19.83,80.93,35.09,Medium,Medium
Twofish,Android,17.16,7,73.37,375.3,Medium,High
RSA,MacOS,7.34,10.97,63.08,257.61,High,Medium
Twofish,iOS,3.39,7.93,50.49,327.38,Medium,Medium
RSA,Windows,5.06,9.93,87.25,256.29,Medium,Medium
DES,MacOS,4.28,17.43,96.12,250.99,High,High
Twofish,Android,4.22,14.32,54.91,94.18,High,Low
ECC,Linux,11.33,17.88,93.84,146.57,Low,Medium
AES,Windows,6.43,5.66,62.5,87.84,Low,High
ECC,Linux,8.45,17.72,58.45,105.88,Medium,High
Blowfish,MacOS,19.81,3.08,50.9,486.76,Medium,Medium
DES,iOS,14.32,17.99,28.84,85.03,Low,Low
ECC,iOS,19.08,7.92,10.33,141.94,Low,Low
RSA,Android,4.57,7.66,31.74,299.39,Medium,Low
Blowfish,iOS,8.88,11.22,55.88,308.99,Low,High
Blowfish,Windows,11.99,18.93,44.2,85.45,Medium,Medium
ECC,iOS,3.38,2.86,50.36,398.92,High,Medium
ECC,Android,2.08,8.34,98.26,394.75,High,High
DES,MacOS,14.07,17.42,41.52,126.29,Low,Medium
AES,MacOS,13.55,9.13,50.7,151.45,High,Medium
ECC,iOS,9.39,5.58,22.02,469.61,High,Low
ChaCha20,Linux,10.81,9.65,14.32,414.58,High,Medium
ECC,MacOS,9.48,8.94,79.79,351.92,High,Medium
Twofish,iOS,2.43,18.48,61.36,50.29,Medium,High
RSA,Android,8.04,15.71,78.46,214.95,Medium,High
ChaCha20,iOS,5.19,11.09,23.49,284.06,Low,Low
ChaCha20,MacOS,3.77,19.79,61.46,101.83,High,High
Twofish,Android,19.22,10.37,32.83,229.63,High,Low
Twofish,iOS,12.79,3.05,30.53,304.5,High,Low
Blowfish,Windows,15.12,6.72,11.04,170.41,Low,Medium
AES,Android,7.68,9.85,21.73,392.66,Medium,Low
RSA,Windows,9.08,4.82,37.83,421.82,High,Medium
DES,Linux,6.26,19.06,20.52,168.57,Medium,Low
ChaCha20,Android,3.75,15.8,98.73,420.94,Low,High
DES,Windows,5.22,6.83,37.78,60.75,Medium,High
ECC,MacOS,16.36,12.63,21.73,420.49,High,High
ECC,MacOS,14.2,14.99,27.92,84.85,Medium,Low
DES,Linux,11.84,18.94,62.89,50.63,Medium,Low
ECC,Android,10.55,17.87,15.76,324.47,Low,Medium
AES,Android,18.6,11.27,87.62,241.25,Low,Medium
Twofish,Android,3.31,15.94,96.53,454.87,Low,Medium
ECC,Linux,7.05,12.12,32.21,187.96,Low,Medium
Blowfish,Android,8.3,11.95,50.51,150.7,Medium,Low
ECC,MacOS,16.08,4.07,11.99,255.36,Medium,Low
RSA,Windows,19.87,4.27,67.66,233.41,Low,Medium
AES,MacOS,6.33,11.53,47.25,178.77,Low,Low
RSA,MacOS,17.74,6.84,34.31,349.93,High,Low
RSA,Windows,16.95,2.38,28.62,382.19,High,Low
Blowfish,MacOS,6.04,15.01,68.86,427.96,Low,Low
AES,Linux,9.19,2.58,47.46,486.7,Medium,Medium
AES,Windows,9.37,12.71,26.17,140.66,Low,Medium
AES,MacOS,19.61,11.71,72.02,360.89,Medium,Low
AES,iOS,5.26,19.44,60.86,203.19,Medium,High
AES,MacOS,16.38,10.72,87.28,341.77,High,Medium
Blowfish,Linux,8.02,3.14,20.57,243.23,Low,Medium
ECC,Android,15.16,11.93,80.71,496.95,Low,High
RSA,MacOS,9.56,17.14,70.62,367.16,Medium,Medium
AES,Android,12.41,19.94,20.35,476.72,Low,High
ChaCha20,iOS,16.99,9.75,72.53,419.14,High,High
ECC,MacOS,16.47,7.77,49.74,452.42,High,Low
ECC,Windows,17.6,18.32,95.05,409.07,Low,Medium
RSA,Android,3.07,5.44,22.75,234.99,Low,High
Blowfish,iOS,14.46,13.08,67.86,133.38,High,Low
DES,Windows,4.52,9.3,44.38,191.46,Low,Medium
DES,Windows,9.48,2.74,96.11,19.92,Medium,Low
ECC,Windows,11.87,8.25,39.7,266.76,Low,Low
Twofish,Windows,9.25,6.77,96.6,257.48,Medium,High
Twofish,MacOS,11.35,14.35,91.13,267.37,Low,Medium
RSA,MacOS,19.94,19.08,34.33,487.28,Low,Low
DES,MacOS,4.43,6.82,82.32,456.61,High,High
ECC,iOS,14.16,16.61,99.6,89.24,Medium,High
Blowfish,iOS,9.13,3,32.74,190.75,High,Low
DES,iOS,4.39,11.69,49.31,217.74,Low,Low
ECC,Linux,4.86,3.27,56.82,186.66,High,High
ECC,iOS,19.09,18.81,36.54,401.26,Low,Low
AES,MacOS,17.83,15.79,11.37,266.78,Low,Low
Blowfish,MacOS,18.33,13.84,29.81,290.33,Low,Medium
AES,Linux,19.85,16.83,35.37,427.98,Medium,High
RSA,Linux,5.75,13.66,49.92,404.9,Medium,Low
AES,iOS,8.4,19.44,25.4,74.78,Medium,High
ChaCha20,Android,14.05,14.85,88.59,359.82,High,Medium
AES,Linux,10.71,18.64,73.44,223.36,Low,High
ChaCha20,Windows,9.53,11.31,17.67,154.38,High,High
DES,MacOS,8.44,4.11,68.51,34.51,High,High
Twofish,Windows,12.69,11.51,68.83,248.75,Low,Medium
ECC,MacOS,12.36,4.28,96.06,184.16,High,Medium
ChaCha20,MacOS,4.91,12.66,10.27,133.24,Low,High
Blowfish,Linux,10.49,10.68,32.31,350.39,Low,High
AES,Linux,11.96,13.21,93.5,387.05,Low,Medium
ChaCha20,Windows,12.27,2.18,93.89,129.95,Low,Low
Blowfish,MacOS,5.78,5.51,74.85,34.23,High,Medium
Twofish,Windows,15.36,10.84,78.92,425.89,High,High
Twofish,Android,2.45,19.11,18.23,14.88,High,Low
AES,Windows,8.39,8.9,56.25,469.19,Medium,Low
RSA,iOS,16.04,9.64,30.84,317.53,High,Low
AES,Windows,12.15,14.86,26.31,167.7,High,Medium
DES,iOS,6.7,12.87,82.93,130.77,Medium,Medium
ChaCha20,iOS,14.51,7.38,22.15,14.41,Low,Medium
ECC,iOS,12.21,9.39,52.18,125.38,Low,Medium
RSA,Android,16.33,5.92,94.47,77.49,Low,High
AES,Windows,15.23,19.39,26.72,309.96,Medium,Low
Blowfish,Windows,12.98,4.35,98.02,91.61,High,High
RSA,Android,10.79,8.69,99.49,269.03,High,Medium
ChaCha20,MacOS,4.4,2.47,60.01,299.16,High,Medium
RSA,Linux,6.7,5.99,25.31,156.04,High,High
ChaCha20,Windows,9.54,16.05,38.45,27.18,Medium,Low
AES,Linux,12.79,5.62,48.2,28.25,High,Low
ChaCha20,Android,11.25,3.44,37.84,22.91,Low,Medium
RSA,MacOS,7.19,10.54,35.26,372.17,Medium,Medium
Blowfish,MacOS,2.12,2.18,97.5,165.82,Medium,Medium
Twofish,MacOS,10.93,3.53,23.8,400.19,Low,Medium
RSA,Android,7.14,16.54,76,221.55,Low,Low
ChaCha20,iOS,15.22,15.89,10.04,231.97,High,High
Twofish,iOS,2.43,18.47,63.66,261.31,Low,Low
ChaCha20,Linux,12.53,17.38,92.43,359.39,Medium,High
Blowfish,iOS,18.95,14.3,35.91,144.02,Medium,Medium
ChaCha20,iOS,5.14,2.94,26.7,69.58,Medium,Medium
AES,MacOS,10.49,16.09,68.65,282.47,High,High
ECC,MacOS,3.65,17.22,74.13,170.22,High,Medium
RSA,Linux,13.26,16.38,71.92,226.82,Low,Low
ECC,Windows,11.91,11.15,38.74,327,High,Medium
ChaCha20,Linux,9.33,6.19,32.7,252.12,High,Medium
Blowfish,Linux,11.38,17.22,96.03,313.94,Medium,Medium
RSA,Android,18.14,15.09,93.1,276.66,Medium,Medium
ChaCha20,Android,5.53,19.65,51.16,372.5,Low,Low
Twofish,Linux,2.41,4.8,86.16,355.91,Medium,High
DES,Linux,17.51,6.06,50.71,271.75,High,Medium
ChaCha20,Linux,12.39,5.81,48.2,342.66,Low,Medium
ECC,iOS,18.03,16.27,24.11,438.04,Low,Low
RSA,Android,12.75,5.36,48.38,221.81,Medium,Low
ECC,Linux,16.58,3.2,58.37,212.25,Medium,Low
RSA,MacOS,9.73,19.97,12.03,384.48,Medium,Medium
ChaCha20,MacOS,15.5,2.45,49.97,295.45,Low,High
AES,iOS,18.43,17.03,80.32,44.79,Medium,Low
Twofish,iOS,12.3,8.58,71.2,447.13,High,Low
ChaCha20,Windows,5.25,17.15,67.16,25.08,Low,Low
ECC,Windows,6.84,11.98,91.86,376.71,Medium,High
DES,Windows,5.58,18.23,11.62,381.81,High,Medium
DES,iOS,6.44,18.67,60.13,477.02,High,Medium
Blowfish,iOS,7.52,2.16,80.86,36.53,Medium,Medium
RSA,iOS,11.99,3.36,58.72,302.46,High,Low
ECC,MacOS,12.58,6.51,39.15,219.64,Low,Medium
Blowfish,iOS,9.68,14.05,22.26,172.01,Low,Low
ECC,MacOS,13.08,17.99,89.88,54.26,High,High
RSA,Windows,3.47,10.28,52.37,285.7,Low,High
ChaCha20,Windows,3.58,12.93,89.03,244.73,Medium,Medium
ChaCha20,Windows,5.09,5.39,62.73,61.23,High,Low
DES,Linux,11.33,16.49,70.68,310.12,Low,Low
ChaCha20,Linux,5.85,19.41,82.38,371.6,Medium,Medium
ChaCha20,Android,7.1,6.83,69.32,385.97,Medium,High
AES,Android,9.21,10.91,45.82,453.63,Low,High
DES,Android,16.61,3.55,56.23,210.64,High,High
Blowfish,Linux,2.25,12.06,82.27,477.01,Medium,High
Twofish,Linux,13.69,11.05,43.63,434.06,Medium,High
AES,Android,14.04,4.6,44.93,155.29,Medium,Medium
Blowfish,Android,16.38,9.96,18.61,88.05,Medium,Medium
RSA,iOS,18.79,8.01,92.31,223.34,High,Medium
AES,Android,2.36,11.39,18.19,206.93,Low,High
Blowfish,iOS,4.77,12.54,68.34,292.1,Low,High
RSA,MacOS,17.95,2.15,47.19,295.86,Low,Medium
DES,Linux,10.25,15.7,46.51,377.49,Medium,Medium
Twofish,Android,12.16,14.83,71.16,259.85,High,High
RSA,Linux,13.93,8.59,16.04,61.36,Low,Low
ChaCha20,Linux,14.22,2.95,63.43,430.56,High,Medium
ECC,Linux,18.77,15.59,79.48,161.78,Low,High
RSA,MacOS,19.95,19.19,84.54,485.94,Medium,High
RSA,Windows,14.96,6.32,25.35,67.75,Low,Medium
Twofish,Android,7.17,7.82,90.77,479.54,Medium,Low
ECC,Windows,17.84,5.31,69.05,54.6,Medium,High
ChaCha20,Windows,2.89,12.38,89.37,123.21,Low,Medium
Blowfish,Windows,6.16,4.79,53.68,32.82,High,High
Blowfish,Linux,18.15,8.41,58.78,355.51,Medium,High
RSA,iOS,6.61,14.55,92.71,426.65,High,High
ECC,Linux,5.97,12.08,90.99,222.69,Low,High
ECC,Linux,4.49,8.96,50.33,464.98,Medium,Low
ChaCha20,Windows,17.46,9.56,34.7,299.25,High,Medium
Twofish,Linux,11,12.12,45.39,318.7,Medium,Medium
DES,Windows,14.15,2.11,44.9,424.26,Low,Medium
Blowfish,iOS,6.3,3.41,35.82,155.43,Medium,Medium
Twofish,Android,15.64,17.86,34.17,183.59,Low,Medium
AES,Windows,15.68,3.4,87.5,453.92,High,Low
Blowfish,iOS,7.63,14.72,16.29,451.47,Medium,High
Twofish,Android,9.39,18.56,70.99,488.48,High,High
Blowfish,MacOS,5.77,6.87,25.55,451.9,Low,Medium
DES,Windows,19.58,8.67,41.01,72.41,Low,High
AES,Windows,13.62,12.24,15.54,413.62,High,High
DES,MacOS,18.82,17.87,34.3,210.82,High,High
ChaCha20,MacOS,7.46,18.95,79.16,495.49,Low,Medium
AES,Windows,16.07,15.31,89.65,241.42,High,Medium
RSA,MacOS,15.79,3.56,29.94,281.38,Low,Low
Twofish,Linux,14.45,14.04,51.72,269.59,High,Medium
AES,Android,19.38,9.39,52.33,167.65,Low,Low
ChaCha20,Android,9.08,10.47,88.62,46.76,Low,Medium
ChaCha20,Android,4.35,2.88,78.65,448.87,Medium,High
DES,Linux,14.09,5.44,56.18,403.31,Low,Low
Blowfish,MacOS,15.13,16.23,70.37,78.37,Low,Low
AES,iOS,12.35,10.17,86.26,390.62,Medium,Low
Twofish,MacOS,5.72,7.43,10.86,316.66,Medium,Medium
AES,Windows,11.08,8.91,46.26,210.48,High,Low
ECC,Android,7.62,17.38,91.65,134.47,High,Medium
Blowfish,MacOS,9.69,15.48,76.63,431.27,Low,Low
Twofish,iOS,13.61,6.9,58.86,353.09,High,Medium
Twofish,Windows,15.41,4.12,57.67,278.39,High,Low
RSA,Linux,6.18,6.54,41.3,308.69,Low,High
DES,Linux,9.3,18.57,56.85,54.62,Medium,High
RSA,iOS,6.84,12.47,68.98,242.22,Medium,Low
Twofish,Windows,5.58,11.6,47.65,104.91,Low,Medium
Blowfish,Android,16.1,12.74,74.27,112.11,Low,Medium
AES,MacOS,18.37,8.59,87.51,334.04,Low,Medium
AES,Windows,8.66,16.53,23.92,456.52,Low,High
Blowfish,Linux,15.52,11.42,50.64,207.84,Low,High
Twofish,iOS,18.15,4.1,46.72,111.8,Low,High
ChaCha20,iOS,17.23,4.32,71.87,327.89,High,Medium
AES,MacOS,5.29,11.66,32.49,436.88,High,Medium
ChaCha20,iOS,19.21,18.86,67.62,376.68,High,Medium
AES,iOS,8.78,7.55,88.97,435.69,Medium,Low
AES,Windows,8.11,17.65,47.63,272.91,Low,Low
DES,Android,3.12,15.75,91.99,378.42,Low,Low
DES,MacOS,10.75,6.46,99.38,78.63,High,High
ECC,Windows,3.96,2.65,19.55,180.65,Medium,High
RSA,Android,6.47,3.83,30.97,200.88,High,Medium
Blowfish,Windows,7.7,15.11,95.53,260.53,Low,Low
Blowfish,Windows,16.56,5.59,96.25,465.25,Low,Medium
Blowfish,iOS,17.76,8.68,18.79,438.41,High,Low
ECC,Android,7.44,11.03,11.35,75.92,High,Low
DES,MacOS,17.46,15.06,24.5,94.67,Low,Medium
Twofish,MacOS,17.43,4.04,99.64,185.24,High,Medium
ChaCha20,Android,15.76,9.31,26.2,152.46,Low,Low
ChaCha20,iOS,4.64,10.73,55.23,311.24,High,Low
Twofish,Linux,14.43,11.73,86.36,452.36,Medium,High
ECC,Windows,19.01,16.73,11.84,481.52,Low,Medium
Twofish,iOS,14.29,5.09,64.4,330.27,Medium,Medium
Blowfish,Android,7.97,16.54,34.93,420.7,High,Medium
RSA,Windows,11.01,14.47,87.61,267.35,Medium,Medium
AES,MacOS,13.62,12.01,35.51,112.08,High,Low
ChaCha20,Linux,11.19,14.59,71.81,267.1,Medium,High
DES,MacOS,4.16,9.42,70.68,281.99,Medium,Medium
DES,Android,7.62,4.49,29.93,373.8,Medium,Low
ECC,Windows,16.44,13.98,13.13,117.74,Low,Low
DES,Android,17.51,11.44,46.83,190.47,Medium,Low
Blowfish,Windows,4.47,13.51,36.03,188.37,High,Low
